01.14,#genre#
CCTV12 法律,http://2024.ye23.vip/dl/migu2205.php?id=cctv12
CCTV13 新闻,http://103.195.150.229:2024/135/ye23.php?id=cctv13

CCTV13 新闻,http://2024.ye23.vip/dl/migu2205.php?id=cctv13
CCTV14 少儿,http://103.195.150.229:2024/135/ye23.php?id=cctv14

CCTV14 少儿,http://2024.ye23.vip/dl/migu2205.php?id=cctv14
CCTV15 音乐,http://103.195.150.229:2024/135/ye23.php?id=cctv15

CCTV15 音乐,http://2024.ye23.vip/dl/migu2205.php?id=cctv15
CCTV17 农村,http://103.195.150.229:2024/135/ye23.php?id=cctv17

CCTV17 农村,http://2024.ye23.vip/dl/migu2205.php?id=cctv17

cctv1,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv1
cctv1b,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv1b
cctv2,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv2
cctv3,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv3
cctv4,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv4
cctv4欧洲,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv4欧洲
cctv4美洲,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv4美洲
cctv5,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv5
cctv5b,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv5b
cctv5p,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv5p
cctv5p2,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv5p2
cctv6,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv6
cctv7,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv7
cctv8,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv8
cctv9,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv9
cctv10,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv10
cctv11,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv11
cctv12,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv12
cctv13,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv13
cctv14,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv14
cctv15,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv15
cctv17,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=cctv17
CGTN西语,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=CGTN西语
CGTN阿语,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=CGTN阿语
CHC家庭影院,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=CHC家庭影院

CCTV1,http://live.gxrb.com.cn/tv/gxtvlive03/index.m3u8

CCTV1,https://ldncctvwbndhwy.cntv.myhwcdn.cn/ldncctvwbnd/ldcctv1_2/index.m3u8
CCTV2,http://39.153.247.27:808/hls/2/index.m3u8
CCTV2,http://liveop.cctv.cn:80/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://39.153.247.27:808/hls/4/index.m3u8
CCTV5,http://39.153.247.27:808/hls/5/index.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5+,http://221.213.43.82:8888/newlive/live/hls/7/live.m3u8
CCTV5+,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV6,http://39.153.247.27:808/hls/6/index.m3u8
CCTV7,http://39.153.247.27:808/hls/7/index.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://39.153.247.27:808/hls/8/index.m3u8
CCTV8,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV9,http://39.153.247.27:808/hls/9/index.m3u8
CCTV9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV9,http://221.213.43.82:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV10,http://221.213.43.82:8888/newlive/live/hls/12/live.m3u8
CCTV10,http://111.59.63.32:9901/tsfile/live/1017_1.m3u8
CCTV10,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV10,http://39.153.247.27:808/hls/10/index.m3u8
CCTV10,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV11,http://39.153.247.27:808/hls/11/index.m3u8
CCTV11,http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://39.153.247.27:808/hls/12/index.m3u8
CCTV13,http://39.153.247.27:808/hls/13/index.m3u8
CCTV14,http://39.153.247.27:808/hls/14/index.m3u8
CCTV15,http://39.153.247.27:808/hls/15/index.m3u8
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8?
CCTV14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8

CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
 CCTV1,http://t.junzhewenming.top:8888/udp/233.50.201.118:5140
CCTV2,http://t.junzhewenming.top:8888/udp/233.50.201.119:5140
CCTV3,http://t.junzhewenming.top:8888/udp/233.50.201.196:5140
CCTV4,http://t.junzhewenming.top:8888/udp/233.50.201.4:5140
CCTV5,http://t.junzhewenming.top:8888/udp/233.50.201.197:5140
CCTV5+,http://t.junzhewenming.top:8888/udp/233.50.201.220:5140
CCTV6,http://t.junzhewenming.top:8888/udp/233.50.201.198:5140
CCTV7,http://t.junzhewenming.top:8888/udp/233.50.201.120:5140
CCTV8,http://t.junzhewenming.top:8888/udp/233.50.201.199:5140
CCTV9,http://t.junzhewenming.top:8888/udp/233.50.201.121:5140
CCTV10,http://t.junzhewenming.top:8888/udp/233.50.201.122:5140
CCTV11,http://t.junzhewenming.top:8888/udp/233.50.201.11:5140
CCTV12,http://t.junzhewenming.top:8888/udp/233.50.201.123:5140
CCTV13,http://t.junzhewenming.top:8888/udp/233.50.201.246:5140
CCTV14,http://t.junzhewenming.top:8888/udp/233.50.201.124:5140
CCTV15,http://t.junzhewenming.top:8888/udp/233.50.201.15:5140
CCTV16 4k,http://t.junzhewenming.top:8888/udp/233.50.201.63:5140
CCTV16,http://t.junzhewenming.top:8888/udp/233.50.201.192:5140
CCTV17,http://t.junzhewenming.top:8888/udp/233.50.201.35:5140
CCTV1 综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV2 财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2 财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV4 国际,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV8 剧场,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CCTV9 记录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10 科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV13 新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14 少儿,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15 音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8


▶️┃卫视频道,#genre#
北京卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=bjws
东方卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=dfws
天津卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=tjws
重庆卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=cqws
黑龙江卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=hljws
辽宁卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=lnws
河北卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=hbws
山东卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=sdws
安徽卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=ahws
河南卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=hnws
湖北卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=hubws
湖南卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=hunws
江西卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=jxws
江苏卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=jsws
浙江卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=zjws
东南卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=dnws
广东卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=gdws
深圳卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=szws
广西卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=gxws
贵州卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=gzws
四川卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=scws
新疆卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=xjws
海南卫视,http://hrare.110.120.119.yoonee.net/ysp.php?id=hinws

北京卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=北京卫视HD
东方卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=东方卫视HD
东方卫视HD2,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=东方卫视HD2
重庆卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=重庆卫视
吉林卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=吉林卫视
辽宁卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=辽宁卫视HD
内蒙古卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=内蒙古卫视
宁夏卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=宁夏卫视
甘肃卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=甘肃卫视
青海卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=青海卫视
陕西卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=陕西卫视HD
山东卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=山东卫视HD
湖北卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=湖北卫视HD
湖南卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=湖南卫视HD
江西卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=江西卫视HD
江苏卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=江苏卫视HD
广东卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=广东卫视HD
广东卫视HD2,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=广东卫视HD2
大湾区卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=大湾区卫视
四川卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=四川卫视HD
新疆卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=新疆卫视
西藏卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=西藏卫视
海南卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=海南卫视
四海钓鱼,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=四海钓鱼
江苏教育,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=江苏教育
山东教育卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=山东教育卫视
游戏风云HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=游戏风云HD
欢笑剧场4K,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=欢笑剧场4K
东方购物,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=东方购物
之江纪录,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=之江纪录
杭州综合,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州综合
杭州明珠,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州明珠
杭州生活,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州生活
杭州影视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州影视
杭州少儿体育,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州少儿体育
北京卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=北京卫视HD
东方卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=东方卫视HD
东方卫视HD2,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=东方卫视HD2
重庆卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=重庆卫视
吉林卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=吉林卫视
辽宁卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=辽宁卫视HD
内蒙古卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=内蒙古卫视
宁夏卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=宁夏卫视
甘肃卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=甘肃卫视
青海卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=青海卫视
陕西卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=陕西卫视HD
山东卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=山东卫视HD
湖北卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=湖北卫视HD
湖南卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=湖南卫视HD
江西卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=江西卫视HD
江苏卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=江苏卫视HD
广东卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=广东卫视HD
广东卫视HD2,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=广东卫视HD2
大湾区卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=大湾区卫视
四川卫视HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=四川卫视HD
新疆卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=新疆卫视
西藏卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=西藏卫视
海南卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=海南卫视
四海钓鱼,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=四海钓鱼
江苏教育,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=江苏教育
山东教育卫视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=山东教育卫视
游戏风云HD,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=游戏风云HD
欢笑剧场4K,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=欢笑剧场4K
东方购物,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=东方购物
之江纪录,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=之江纪录
杭州综合,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州综合
杭州明珠,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州明珠
杭州生活,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州生活
杭州影视,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州影视
杭州少儿体育,http://103.45.68.47:666/gy/gy_lYcgFa/爱看mg.php?id=杭州少儿体育
梨园频道,http://121.24.98.39:8090/hls/45/index.m3u8
梨园频道,http://123.13.59.244:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
移动戏曲,http://123.13.59.244:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://125.42.151.163:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
河南公共频道,http://123.13.59.244:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
河南新农村频道,http://123.13.59.244:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://123.13.59.244:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://123.13.59.244:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://123.13.59.244:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://123.13.59.244:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://123.13.59.244:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://123.13.59.244:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://123.13.59.244:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://123.13.59.244:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://123.13.59.244:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://123.13.59.244:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://123.13.59.244:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://123.13.59.244:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://123.13.59.244:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://123.13.59.244:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://123.13.59.244:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://123.13.59.244:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://123.13.59.244:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://123.13.59.244:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://123.13.59.244:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://123.13.59.244:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://123.13.59.244:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://123.13.59.244:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
卡酷少儿,http://123.13.59.244:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0

湖南卫视,http://125.42.151.163:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://125.42.151.163:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://125.42.151.163:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://125.42.151.163:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://125.42.151.163:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
